mandante,visitante,resultado
Athletico-PR,Palmeiras,empate
Internacional,Figueirense,fora
Gremio,Athletico-PR,casa
Palmeiras,Criciuma,casa
Figueirense,Fluminense,empate
Sport,Santos,casa
Coritiba,Chapecoense,casa
Goias,Flamengo,casa
Botafogo-RJ,Sao Paulo,fora
Vitoria,Internacional,casa
Corinthians,Atletico-MG,casa
Cruzeiro,Bahia,casa
Fluminense,Palmeiras,casa
Chapecoense,Sport,casa
Santos,Coritiba,casa
Bahia,Figueirense,casa
Internacional,Botafogo-RJ,casa
Flamengo,Corinthians,casa
Sao Paulo,Cruzeiro,casa
Athletico-PR,Vitoria,casa
Atletico-MG,Gremio,empate
Criciuma,Goias,casa
Vitoria,Fluminense,casa
Cruzeiro,Athletico-PR,casa
Sport,Internacional,empate
Figueirense,Criciuma,empate
Botafogo-RJ,Bahia,fora
Palmeiras,Flamengo,empate
Coritiba,Sao Paulo,casa
Corinthians,Chapecoense,empate
Goias,Atletico-MG,fora
Gremio,Santos,empate
Athletico-PR,Internacional,fora
Criciuma,Botafogo-RJ,empate
Cruzeiro,Atletico-MG,fora
Flamengo,Fluminense,empate
Sport,Coritiba,casa
Corinthians,Sao Paulo,casa
Vitoria,Bahia,casa
Santos,Figueirense,casa
Goias,Palmeiras,casa
Gremio,Chapecoense,casa
Internacional,Criciuma,casa
Coritiba,Cruzeiro,fora
Bahia,Sport,casa
Chapecoense,Athletico-PR,casa
Sao Paulo,Flamengo,empate
Figueirense,Corinthians,casa
Fluminense,Gremio,empate
Palmeiras,Vitoria,casa
Botafogo-RJ,Goias,casa
Atletico-MG,Santos,casa
Chapecoense,Criciuma,empate
Sport,Cruzeiro,empate
Sao Paulo,Fluminense,fora
Bahia,Flamengo,casa
Athletico-PR,Corinthians,casa
Botafogo-RJ,Gremio,fora
Atletico-MG,Vitoria,casa
Figueirense,Palmeiras,casa
Internacional,Coritiba,casa
Santos,Goias,casa
Palmeiras,Chapecoense,casa
Flamengo,Santos,fora
Fluminense,Bahia,empate
Coritiba,Athletico-PR,casa
Vitoria,Botafogo-RJ,casa
Gremio,Sao Paulo,fora
Corinthians,Sport,casa
Cruzeiro,Internacional,casa
Criciuma,Atletico-MG,casa
Goias,Figueirense,casa
Botafogo-RJ,Palmeiras,fora
Coritiba,Criciuma,casa
Sao Paulo,Athletico-PR,casa
Vitoria,Goias,empate
Cruzeiro,Corinthians,fora
Gremio,Sport,casa
Figueirense,Flamengo,fora
Santos,Bahia,casa
Fluminense,Atletico-MG,empate
Chapecoense,Internacional,casa
Botafogo-RJ,Corinthians,casa
Goias,Coritiba,casa
Palmeiras,Gremio,casa
Flamengo,Cruzeiro,casa
Bahia,Chapecoense,fora
Internacional,Fluminense,casa
Atletico-MG,Sao Paulo,casa
Athletico-PR,Figueirense,casa
Sport,Vitoria,fora
Criciuma,Santos,casa
Goias,Gremio,empate
Sao Paulo,Bahia,casa
Fluminense,Criciuma,casa
Atletico-MG,Chapecoense,casa
Athletico-PR,Flamengo,casa
Figueirense,Coritiba,casa
Internacional,Corinthians,fora
Palmeiras,Santos,fora
Vitoria,Cruzeiro,fora
Botafogo-RJ,Sport,empate
Bahia,Atletico-MG,empate
Corinthians,Vitoria,casa
Flamengo,Internacional,casa
Criciuma,Athletico-PR,fora
Cruzeiro,Palmeiras,empate
Gremio,Figueirense,casa
Coritiba,Botafogo-RJ,casa
Chapecoense,Sao Paulo,empate
Santos,Fluminense,fora
Sport,Goias,fora
Figueirense,Cruzeiro,empate
Palmeiras,Corinthians,empate
Fluminense,Athletico-PR,casa
Vitoria,Criciuma,casa
Atletico-MG,Sport,casa
Chapecoense,Santos,empate
Coritiba,Gremio,empate
Internacional,Bahia,casa
Botafogo-RJ,Flamengo,casa
Sao Paulo,Goias,casa
Goias,Fluminense,fora
Gremio,Vitoria,casa
Corinthians,Coritiba,empate
Santos,Internacional,fora
Sport,Figueirense,casa
Cruzeiro,Botafogo-RJ,casa
Criciuma,Sao Paulo,fora
Athletico-PR,Atletico-MG,casa
Flamengo,Chapecoense,casa
Bahia,Palmeiras,fora
Coritiba,Fluminense,casa
Palmeiras,Atletico-MG,fora
Botafogo-RJ,Athletico-PR,fora
Vitoria,Sao Paulo,fora
Gremio,Internacional,casa
Figueirense,Chapecoense,casa
Sport,Flamengo,empate
Corinthians,Santos,casa
Cruzeiro,Criciuma,casa
Goias,Bahia,casa
Sao Paulo,Internacional,empate
Criciuma,Gremio,fora
Fluminense,Botafogo-RJ,casa
Bahia,Corinthians,fora
Athletico-PR,Sport,fora
Flamengo,Coritiba,casa
Santos,Cruzeiro,fora
Internacional,Goias,casa
Chapecoense,Vitoria,fora
Sao Paulo,Palmeiras,casa
Atletico-MG,Figueirense,empate
Botafogo-RJ,Figueirense,fora
Athletico-PR,Santos,empate
Goias,Corinthians,fora
Vitoria,Coritiba,empate
Criciuma,Bahia,fora
Atletico-MG,Flamengo,casa
Palmeiras,Sport,fora
Fluminense,Chapecoense,fora
Gremio,Cruzeiro,fora
Internacional,Atletico-MG,casa
Bahia,Athletico-PR,fora
Santos,Sao Paulo,fora
Flamengo,Criciuma,empate
Sport,Fluminense,empate
Cruzeiro,Goias,casa
Figueirense,Vitoria,casa
Corinthians,Gremio,casa
Chapecoense,Botafogo-RJ,casa
Coritiba,Palmeiras,casa
Criciuma,Sport,empate
Internacional,Palmeiras,casa
Flamengo,Vitoria,casa
Sao Paulo,Figueirense,empate
Santos,Botafogo-RJ,casa
Fluminense,Corinthians,casa
Chapecoense,Cruzeiro,empate
Atletico-MG,Coritiba,fora
Athletico-PR,Goias,casa
Bahia,Gremio,casa
Corinthians,Criciuma,casa
Figueirense,Internacional,fora
Coritiba,Bahia,casa
Vitoria,Santos,fora
Sport,Sao Paulo,casa
Botafogo-RJ,Atletico-MG,empate
Palmeiras,Athletico-PR,empate
Gremio,Flamengo,empate
Cruzeiro,Fluminense,casa
Goias,Chapecoense,casa
Chapecoense,Coritiba,casa
Palmeiras,Atletico-MG,empate
Fluminense,Joinville,casa
Gremio,Ponte Preta,empate
Athletico-PR,Internacional,casa
Sao Paulo,Flamengo,casa
Cruzeiro,Corinthians,fora
Sport,Figueirense,casa
Avai,Santos,empate
Vasco,Goias,empate
Goias,Athletico-PR,casa
Coritiba,Gremio,casa
Corinthians,Chapecoense,casa
Figueirense,Vasco,empate
Atletico-MG,Fluminense,casa
Flamengo,Sport,empate
Santos,Cruzeiro,casa
Joinville,Palmeiras,empate
Ponte Preta,Sao Paulo,casa
Internacional,Avai,casa
Sao Paulo,Joinville,casa
Vasco,Internacional,empate
Gremio,Figueirense,casa
Palmeiras,Goias,fora
Chapecoense,Santos,casa
Athletico-PR,Atletico-MG,casa
Fluminense,Corinthians,empate
Avai,Flamengo,casa
Cruzeiro,Ponte Preta,empate
Sport,Coritiba,casa
Ponte Preta,Chapecoense,casa
Coritiba,Avai,fora
Joinville,Athletico-PR,fora
Santos,Sport,empate
Goias,Gremio,empate
Atletico-MG,Vasco,casa
Corinthians,Palmeiras,fora
Internacional,Sao Paulo,empate
Flamengo,Fluminense,fora
Figueirense,Cruzeiro,casa
Athletico-PR,Figueirense,casa
Vasco,Ponte Preta,fora
Chapecoense,Joinville,casa
Sao Paulo,Santos,casa
Cruzeiro,Flamengo,casa
Avai,Atletico-MG,fora
Gremio,Corinthians,casa
Fluminense,Coritiba,casa
Sport,Goias,casa
Palmeiras,Internacional,empate
Atletico-MG,Cruzeiro,fora
Flamengo,Chapecoense,casa
Santos,Ponte Preta,empate
Athletico-PR,Vasco,casa
Joinville,Corinthians,fora
Sao Paulo,Gremio,casa
Internacional,Coritiba,casa
Figueirense,Palmeiras,casa
Goias,Avai,fora
Fluminense,Sport,empate
Atletico-MG,Santos,empate
Coritiba,Flamengo,fora
Chapecoense,Sao Paulo,fora
Corinthians,Internacional,casa
Sport,Joinville,casa
Vasco,Cruzeiro,fora
Ponte Preta,Goias,empate
Avai,Figueirense,empate
Palmeiras,Fluminense,casa
Gremio,Athletico-PR,casa
Figueirense,Internacional,empate
Sport,Vasco,casa
Flamengo,Atletico-MG,fora
Santos,Corinthians,casa
Gremio,Palmeiras,casa
Cruzeiro,Chapecoense,fora
Joinville,Goias,casa
Athletico-PR,Coritiba,empate
Sao Paulo,Avai,empate
Fluminense,Ponte Preta,casa
Avai,Gremio,fora
Chapecoense,Sport,empate
Corinthians,Figueirense,casa
Atletico-MG,Joinville,casa
Palmeiras,Sao Paulo,casa
Goias,Fluminense,fora
Ponte Preta,Athletico-PR,casa
Coritiba,Cruzeiro,casa
Vasco,Flamengo,casa
Internacional,Santos,casa
Sport,Internacional,casa
Vasco,Avai,casa
Palmeiras,Chapecoense,casa
Atletico-MG,Coritiba,casa
Joinville,Flamengo,fora
Gremio,Cruzeiro,casa
Athletico-PR,Sao Paulo,casa
Corinthians,Ponte Preta,casa
Figueirense,Goias,casa
Fluminense,Santos,casa
Coritiba,Joinville,empate
Chapecoense,Vasco,casa
Cruzeiro,Athletico-PR,casa
Avai,Sport,empate
Goias,Corinthians,empate
Sao Paulo,Fluminense,empate
Santos,Gremio,fora
Ponte Preta,Palmeiras,fora
Flamengo,Figueirense,fora
Internacional,Atletico-MG,fora
Chapecoense,Gremio,casa
Goias,Santos,casa
Coritiba,Ponte Preta,empate
Figueirense,Joinville,fora
Palmeiras,Avai,casa
Atletico-MG,Sport,casa
Internacional,Flamengo,fora
Vasco,Sao Paulo,fora
Corinthians,Athletico-PR,casa
Fluminense,Cruzeiro,casa
Santos,Figueirense,casa
Gremio,Vasco,casa
Ponte Preta,Atletico-MG,fora
Sao Paulo,Coritiba,casa
Joinville,Internacional,fora
Flamengo,Corinthians,fora
Athletico-PR,Fluminense,fora
Cruzeiro,Goias,casa
Sport,Palmeiras,empate
Avai,Chapecoense,casa
Internacional,Goias,casa
Flamengo,Gremio,casa
Corinthians,Atletico-MG,casa
Athletico-PR,Chapecoense,casa
Figueirense,Coritiba,empate
Sport,Sao Paulo,casa
Fluminense,Vasco,fora
Palmeiras,Santos,casa
Cruzeiro,Avai,empate
Joinville,Ponte Preta,empate
Avai,Athletico-PR,fora
Gremio,Sport,empate
Atletico-MG,Figueirense,casa
Chapecoense,Fluminense,casa
Santos,Joinville,casa
Ponte Preta,Internacional,empate
Coritiba,Corinthians,empate
Sao Paulo,Cruzeiro,casa
Goias,Flamengo,fora
Vasco,Palmeiras,fora
Corinthians,Vasco,casa
Atletico-MG,Sao Paulo,casa
Fluminense,Gremio,casa
Coritiba,Goias,empate
Palmeiras,Athletico-PR,fora
Joinville,Avai,casa
Internacional,Chapecoense,empate
Figueirense,Ponte Preta,casa
Flamengo,Santos,empate
Sport,Cruzeiro,empate
Avai,Fluminense,casa
Santos,Coritiba,casa
Athletico-PR,Sport,empate
Vasco,Joinville,empate
Sao Paulo,Corinthians,empate
Cruzeiro,Palmeiras,casa
Ponte Preta,Flamengo,casa
Goias,Atletico-MG,empate
Gremio,Internacional,casa
Chapecoense,Figueirense,empate
Coritiba,Palmeiras,casa
Flamengo,Athletico-PR,casa
Santos,Vasco,casa
Goias,Chapecoense,empate
Figueirense,Sao Paulo,fora
Internacional,Fluminense,casa
Corinthians,Sport,casa
Ponte Preta,Avai,casa
Joinville,Cruzeiro,casa
Atletico-MG,Gremio,fora
Vasco,Coritiba,fora
Athletico-PR,Santos,empate
Sao Paulo,Goias,fora
Palmeiras,Flamengo,casa
Avai,Corinthians,fora
Fluminense,Figueirense,casa
Cruzeiro,Internacional,empate
Sport,Ponte Preta,empate
Gremio,Joinville,casa
Chapecoense,Atletico-MG,casa
Goias,Vasco,casa
Santos,Avai,casa
Figueirense,Sport,casa
Coritiba,Chapecoense,casa
Ponte Preta,Gremio,empate
Joinville,Fluminense,casa
Internacional,Athletico-PR,casa
Corinthians,Cruzeiro,casa
Flamengo,Sao Paulo,casa
Atletico-MG,Palmeiras,casa
Vasco,Figueirense,fora
Sao Paulo,Ponte Preta,casa
Gremio,Coritiba,empate
Avai,Internacional,casa
Palmeiras,Joinville,casa
Fluminense,Atletico-MG,fora
Sport,Flamengo,fora
Chapecoense,Corinthians,fora
Cruzeiro,Santos,fora
Athletico-PR,Goias,casa
Joinville,Sao Paulo,empate
Ponte Preta,Cruzeiro,fora
Internacional,Vasco,casa
Flamengo,Avai,casa
Atletico-MG,Athletico-PR,fora
Coritiba,Sport,empate
Corinthians,Fluminense,casa
Goias,Palmeiras,casa
Santos,Chapecoense,casa
Figueirense,Gremio,fora
Sao Paulo,Internacional,casa
Vasco,Atletico-MG,fora
Athletico-PR,Joinville,empate
Cruzeiro,Figueirense,casa
Chapecoense,Ponte Preta,empate
Gremio,Goias,casa
Palmeiras,Corinthians,empate
Avai,Coritiba,fora
Fluminense,Flamengo,fora
Sport,Santos,empate
Ponte Preta,Vasco,fora
Atletico-MG,Avai,casa
Internacional,Palmeiras,casa
Figueirense,Athletico-PR,empate
Coritiba,Fluminense,empate
Santos,Sao Paulo,casa
Corinthians,Gremio,empate
Goias,Sport,casa
Joinville,Chapecoense,empate
Flamengo,Cruzeiro,casa
Coritiba,Internacional,fora
Palmeiras,Figueirense,casa
Ponte Preta,Santos,casa
Corinthians,Joinville,casa
Cruzeiro,Atletico-MG,empate
Gremio,Sao Paulo,fora
Chapecoense,Flamengo,fora
Vasco,Athletico-PR,casa
Avai,Goias,casa
Sport,Fluminense,casa
Joinville,Sport,empate
Fluminense,Palmeiras,fora
Goias,Ponte Preta,fora
Figueirense,Avai,fora
Athletico-PR,Gremio,fora
Santos,Atletico-MG,casa
Internacional,Corinthians,casa
Cruzeiro,Vasco,empate
Sao Paulo,Chapecoense,empate
Flamengo,Coritiba,fora
Palmeiras,Gremio,casa
Internacional,Figueirense,empate
Ponte Preta,Fluminense,casa
Goias,Joinville,casa
Corinthians,Santos,casa
Vasco,Sport,casa
Atletico-MG,Flamengo,casa
Avai,Sao Paulo,casa
Chapecoense,Cruzeiro,fora
Coritiba,Athletico-PR,casa
Fluminense,Goias,casa
Gremio,Avai,casa
Athletico-PR,Ponte Preta,fora
Santos,Internacional,casa
Flamengo,Vasco,fora
Joinville,Atletico-MG,empate
Figueirense,Corinthians,fora
Sao Paulo,Palmeiras,empate
Sport,Chapecoense,casa
Cruzeiro,Coritiba,casa
Internacional,Sport,casa
Coritiba,Atletico-MG,fora
Sao Paulo,Athletico-PR,casa
Avai,Vasco,empate
Flamengo,Joinville,casa
Santos,Fluminense,casa
Cruzeiro,Gremio,empate
Goias,Figueirense,fora
Ponte Preta,Corinthians,empate
Chapecoense,Palmeiras,casa
Atletico-MG,Internacional,casa
Sport,Avai,casa
Joinville,Coritiba,casa
Figueirense,Flamengo,casa
Palmeiras,Ponte Preta,fora
Fluminense,Sao Paulo,casa
Athletico-PR,Cruzeiro,empate
Vasco,Chapecoense,empate
Corinthians,Goias,casa
Gremio,Santos,casa
Avai,Palmeiras,fora
Joinville,Figueirense,casa
Ponte Preta,Coritiba,casa
Cruzeiro,Fluminense,casa
Athletico-PR,Corinthians,fora
Flamengo,Internacional,fora
Sao Paulo,Vasco,empate
Gremio,Chapecoense,fora
Santos,Goias,casa
Sport,Atletico-MG,casa
Fluminense,Athletico-PR,fora
Internacional,Joinville,casa
Figueirense,Santos,empate
Palmeiras,Sport,fora
Corinthians,Flamengo,casa
Coritiba,Sao Paulo,fora
Chapecoense,Avai,empate
Vasco,Gremio,empate
Goias,Cruzeiro,fora
Atletico-MG,Ponte Preta,casa
Sao Paulo,Sport,casa
Avai,Cruzeiro,empate
Ponte Preta,Joinville,casa
Coritiba,Figueirense,empate
Chapecoense,Athletico-PR,empate
Santos,Palmeiras,casa
Gremio,Flamengo,casa
Atletico-MG,Corinthians,fora
Vasco,Fluminense,fora
Goias,Internacional,casa
Internacional,Ponte Preta,casa
Corinthians,Coritiba,casa
Athletico-PR,Avai,casa
Fluminense,Chapecoense,fora
Palmeiras,Vasco,fora
Flamengo,Goias,casa
Cruzeiro,Sao Paulo,casa
Figueirense,Atletico-MG,fora
Joinville,Santos,empate
Sport,Gremio,casa
Cruzeiro,Sport,casa
Goias,Coritiba,fora
Ponte Preta,Figueirense,fora
Avai,Joinville,casa
Athletico-PR,Palmeiras,empate
Gremio,Fluminense,casa
Chapecoense,Internacional,casa
Sao Paulo,Atletico-MG,casa
Santos,Flamengo,empate
Vasco,Corinthians,empate
Palmeiras,Cruzeiro,empate
Joinville,Vasco,fora
Atletico-MG,Goias,empate
Internacional,Gremio,casa
Figueirense,Chapecoense,empate
Corinthians,Sao Paulo,casa
Flamengo,Ponte Preta,empate
Fluminense,Avai,casa
Coritiba,Santos,casa
Sport,Athletico-PR,empate
Sao Paulo,Figueirense,casa
Fluminense,Internacional,empate
Avai,Ponte Preta,casa
Sport,Corinthians,casa
Cruzeiro,Joinville,casa
Gremio,Atletico-MG,casa
Chapecoense,Goias,fora
Vasco,Santos,casa
Palmeiras,Coritiba,fora
Athletico-PR,Flamengo,casa
Internacional,Cruzeiro,casa
Flamengo,Palmeiras,fora
Figueirense,Fluminense,casa
Santos,Athletico-PR,casa
Ponte Preta,Sport,fora
Goias,Sao Paulo,fora
Corinthians,Avai,empate
Atletico-MG,Chapecoense,casa
Joinville,Gremio,fora
Coritiba,Vasco,empate
Palmeiras,Athletico-PR,casa
Flamengo,Sport,casa
Atletico-MG,Santos,casa
Coritiba,Cruzeiro,casa
Santa Cruz,Vitoria,casa
Botafogo-RJ,Sao Paulo,fora
Figueirense,Ponte Preta,empate
Corinthians,Gremio,empate
America-MG,Fluminense,fora
Internacional,Chapecoense,empate
Ponte Preta,Palmeiras,casa
Fluminense,Santa Cruz,empate
Cruzeiro,Figueirense,empate
Santos,Coritiba,casa
Athletico-PR,Atletico-MG,empate
Vitoria,Corinthians,casa
Chapecoense,America-MG,casa
Sao Paulo,Internacional,fora
Gremio,Flamengo,casa
Sport,Botafogo-RJ,empate
Figueirense,Santos,empate
Botafogo-RJ,Athletico-PR,casa
Flamengo,Chapecoense,empate
America-MG,Vitoria,empate
Santa Cruz,Cruzeiro,casa
Palmeiras,Fluminense,casa
Coritiba,Sao Paulo,empate
Corinthians,Ponte Preta,casa
Internacional,Sport,casa
Atletico-MG,Gremio,fora
Cruzeiro,America-MG,empate
Athletico-PR,Figueirense,casa
Chapecoense,Santa Cruz,empate
Ponte Preta,Flamengo,fora
Sport,Corinthians,fora
Fluminense,Botafogo-RJ,casa
Vitoria,Atletico-MG,empate
Sao Paulo,Palmeiras,casa
Gremio,Coritiba,casa
Santos,Internacional,fora
Internacional,Athletico-PR,casa
Corinthians,Santos,casa
Santa Cruz,Sport,fora
Coritiba,Chapecoense,fora
Atletico-MG,Fluminense,empate
Figueirense,Sao Paulo,casa
Botafogo-RJ,Cruzeiro,fora
America-MG,Ponte Preta,fora
Palmeiras,Gremio,casa
Flamengo,Vitoria,casa
Athletico-PR,Santa Cruz,casa
Chapecoense,Fluminense,empate
Corinthians,Coritiba,casa
America-MG,Figueirense,casa
Santos,Botafogo-RJ,casa
Vitoria,Internacional,casa
Sport,Atletico-MG,empate
Flamengo,Palmeiras,fora
Gremio,Ponte Preta,casa
Cruzeiro,Sao Paulo,fora
Internacional,America-MG,casa
Ponte Preta,Chapecoense,casa
Fluminense,Gremio,empate
Sao Paulo,Athletico-PR,fora
Coritiba,Sport,casa
Botafogo-RJ,Vitoria,empate
Atletico-MG,Cruzeiro,fora
Palmeiras,Corinthians,casa
Figueirense,Flamengo,casa
Santa Cruz,Santos,fora
Sao Paulo,Vitoria,casa
Chapecoense,Gremio,empate
Ponte Preta,Athletico-PR,casa
Santos,Sport,casa
Santa Cruz,Figueirense,casa
Botafogo-RJ,America-MG,casa
Coritiba,Palmeiras,empate
Cruzeiro,Flamengo,fora
Internacional,Atletico-MG,casa
Fluminense,Corinthians,casa
Palmeiras,Santa Cruz,casa
Athletico-PR,Santos,casa
America-MG,Coritiba,casa
Vitoria,Chapecoense,fora
Atletico-MG,Ponte Preta,casa
Corinthians,Botafogo-RJ,casa
Flamengo,Sao Paulo,empate
Figueirense,Internacional,casa
Sport,Fluminense,casa
Gremio,Cruzeiro,casa
Palmeiras,America-MG,casa
Ponte Preta,Cruzeiro,fora
Botafogo-RJ,Figueirense,empate
Santa Cruz,Flamengo,fora
Fluminense,Santos,fora
Atletico-MG,Corinthians,casa
Chapecoense,Athletico-PR,empate
Gremio,Vitoria,fora
Sao Paulo,Sport,empate
Coritiba,Internacional,empate
Cruzeiro,Palmeiras,casa
Corinthians,Santa Cruz,casa
America-MG,Atletico-MG,fora
Flamengo,Fluminense,fora
Vitoria,Ponte Preta,empate
Athletico-PR,Gremio,casa
Internacional,Botafogo-RJ,fora
Santos,Sao Paulo,casa
Sport,Chapecoense,casa
Figueirense,Coritiba,empate
Flamengo,Internacional,casa
Vitoria,Sport,casa
Gremio,Santos,casa
Coritiba,Athletico-PR,casa
Chapecoense,Cruzeiro,casa
Sao Paulo,Fluminense,casa
America-MG,Corinthians,fora
Santa Cruz,Ponte Preta,fora
Palmeiras,Figueirense,casa
Atletico-MG,Botafogo-RJ,casa
Fluminense,Coritiba,empate
Athletico-PR,America-MG,casa
Cruzeiro,Vitoria,empate
Internacional,Gremio,fora
Santos,Chapecoense,casa
Ponte Preta,Sao Paulo,casa
Corinthians,Flamengo,casa
Botafogo-RJ,Santa Cruz,casa
Figueirense,Atletico-MG,empate
Sport,Palmeiras,fora
Chapecoense,Corinthians,fora
Coritiba,Botafogo-RJ,empate
Ponte Preta,Sport,casa
Gremio,Figueirense,casa
Flamengo,Atletico-MG,casa
Santa Cruz,Internacional,casa
Sao Paulo,America-MG,casa
Vitoria,Fluminense,empate
Cruzeiro,Athletico-PR,fora
Palmeiras,Santos,empate
Botafogo-RJ,Flamengo,empate
Santos,Ponte Preta,casa
America-MG,Santa Cruz,fora
Internacional,Palmeiras,fora
Figueirense,Chapecoense,empate
Fluminense,Cruzeiro,casa
Athletico-PR,Vitoria,empate
Corinthians,Sao Paulo,empate
Sport,Gremio,casa
Atletico-MG,Coritiba,casa
Corinthians,Figueirense,empate
Santa Cruz,Coritiba,fora
Palmeiras,Atletico-MG,fora
Ponte Preta,Internacional,empate
Gremio,Sao Paulo,casa
Athletico-PR,Fluminense,casa
Cruzeiro,Sport,fora
Chapecoense,Botafogo-RJ,casa
Vitoria,Santos,fora
Flamengo,America-MG,casa
Figueirense,Vitoria,casa
Sport,Athletico-PR,casa
Atletico-MG,Santa Cruz,casa
Sao Paulo,Chapecoense,empate
Fluminense,Ponte Preta,casa
Coritiba,Flamengo,fora
Internacional,Corinthians,fora
Santos,Cruzeiro,casa
Botafogo-RJ,Palmeiras,casa
America-MG,Gremio,empate
Vitoria,Coritiba,casa
Sport,America-MG,empate
Santos,Flamengo,empate
Athletico-PR,Corinthians,casa
Ponte Preta,Botafogo-RJ,casa
Gremio,Santa Cruz,empate
Sao Paulo,Atletico-MG,fora
Cruzeiro,Internacional,casa
Chapecoense,Palmeiras,empate
Flamengo,Athletico-PR,casa
America-MG,Santos,casa
Coritiba,Ponte Preta,casa
Palmeiras,Vitoria,casa
Santa Cruz,Sao Paulo,fora
Internacional,Fluminense,empate
Figueirense,Sport,empate
Atletico-MG,Chapecoense,casa
Corinthians,Cruzeiro,empate
Sport,Flamengo,casa
Ponte Preta,Figueirense,casa
Fluminense,America-MG,casa
Gremio,Corinthians,casa
Cruzeiro,Coritiba,empate
Santos,Atletico-MG,casa
Vitoria,Santa Cruz,empate
Sao Paulo,Botafogo-RJ,fora
Athletico-PR,Palmeiras,fora
Chapecoense,Internacional,casa
America-MG,Chapecoense,fora
Botafogo-RJ,Sport,casa
Flamengo,Gremio,casa
Atletico-MG,Athletico-PR,casa
Internacional,Sao Paulo,empate
Santa Cruz,Fluminense,fora
Palmeiras,Ponte Preta,empate
Coritiba,Santos,casa
Figueirense,Cruzeiro,fora
Corinthians,Vitoria,casa
Ponte Preta,Corinthians,casa
Cruzeiro,Santa Cruz,casa
Santos,Figueirense,fora
Gremio,Atletico-MG,empate
Fluminense,Palmeiras,fora
Chapecoense,Flamengo,fora
Sao Paulo,Coritiba,empate
Sport,Internacional,empate
Vitoria,America-MG,casa
Athletico-PR,Botafogo-RJ,casa
Fluminense,Figueirense,casa
Botafogo-RJ,Gremio,casa
Santa Cruz,Chapecoense,empate
Figueirense,Athletico-PR,casa
Botafogo-RJ,Fluminense,casa
Atletico-MG,Vitoria,casa
Palmeiras,Sao Paulo,casa
Flamengo,Ponte Preta,casa
Coritiba,Gremio,casa
Corinthians,Sport,casa
America-MG,Cruzeiro,fora
Internacional,Santos,casa
Vitoria,Flamengo,fora
Chapecoense,Coritiba,casa
Sao Paulo,Figueirense,casa
Cruzeiro,Botafogo-RJ,fora
Sport,Santa Cruz,casa
Athletico-PR,Internacional,casa
Santos,Corinthians,casa
Ponte Preta,America-MG,empate
Gremio,Palmeiras,empate
Fluminense,Atletico-MG,casa
Botafogo-RJ,Santos,fora
Figueirense,America-MG,empate
Ponte Preta,Gremio,casa
Santa Cruz,Athletico-PR,casa
Coritiba,Corinthians,empate
Palmeiras,Flamengo,empate
Atletico-MG,Sport,casa
Fluminense,Chapecoense,fora
Sao Paulo,Cruzeiro,casa
Internacional,Vitoria,fora
Corinthians,Palmeiras,fora
Flamengo,Figueirense,casa
Cruzeiro,Atletico-MG,empate
Sport,Coritiba,fora
Gremio,Fluminense,fora
Chapecoense,Ponte Preta,empate
Athletico-PR,Sao Paulo,casa
Santos,Santa Cruz,casa
Vitoria,Botafogo-RJ,fora
America-MG,Internacional,casa
Palmeiras,Coritiba,casa
Sport,Santos,casa
America-MG,Botafogo-RJ,casa
Athletico-PR,Ponte Preta,casa
Figueirense,Santa Cruz,casa
Vitoria,Sao Paulo,casa
Corinthians,Fluminense,fora
Flamengo,Cruzeiro,casa
Gremio,Chapecoense,casa
Atletico-MG,Internacional,casa
Fluminense,Sport,casa
Sao Paulo,Flamengo,empate
Chapecoense,Vitoria,fora
Santos,Athletico-PR,casa
Botafogo-RJ,Corinthians,casa
Ponte Preta,Atletico-MG,fora
Cruzeiro,Gremio,casa
Internacional,Figueirense,casa
Santa Cruz,Palmeiras,fora
Coritiba,America-MG,casa
Athletico-PR,Chapecoense,casa
Vitoria,Gremio,fora
Corinthians,Atletico-MG,empate
Santos,Fluminense,casa
Sport,Sao Paulo,empate
Internacional,Coritiba,casa
Cruzeiro,Ponte Preta,casa
Flamengo,Santa Cruz,casa
America-MG,Palmeiras,fora
Figueirense,Botafogo-RJ,fora
Chapecoense,Sport,casa
Coritiba,Figueirense,empate
Santa Cruz,Corinthians,fora
Botafogo-RJ,Internacional,casa
Palmeiras,Cruzeiro,empate
Ponte Preta,Vitoria,casa
Atletico-MG,America-MG,casa
Fluminense,Flamengo,fora
Sao Paulo,Santos,fora
Gremio,Athletico-PR,casa
Botafogo-RJ,Atletico-MG,casa
Cruzeiro,Chapecoense,empate
Athletico-PR,Coritiba,casa
Internacional,Flamengo,casa
Figueirense,Palmeiras,fora
Corinthians,America-MG,casa
Ponte Preta,Santa Cruz,casa
Santos,Gremio,empate
Sport,Vitoria,casa
Fluminense,Sao Paulo,fora
Santa Cruz,Botafogo-RJ,fora
Sao Paulo,Ponte Preta,casa
Flamengo,Corinthians,empate
Vitoria,Cruzeiro,fora
Palmeiras,Sport,casa
Gremio,Internacional,empate
Coritiba,Fluminense,empate
Atletico-MG,Figueirense,casa
Chapecoense,Santos,fora
America-MG,Athletico-PR,casa
Sport,Ponte Preta,casa
Fluminense,Vitoria,empate
Atletico-MG,Flamengo,empate
Athletico-PR,Cruzeiro,casa
Corinthians,Chapecoense,empate
Botafogo-RJ,Coritiba,empate
Internacional,Santa Cruz,empate
Figueirense,Gremio,empate
Santos,Palmeiras,casa
